episode: 500, epsilon: 0.9700000000000255, average steps: 5.424, maximum length: 7, average length: 4.222, average reward: 0.14, average loss: 0.5673328243670099
episode: 16100, epsilon: 0.5170000000004107, average steps: 3.27, maximum length: 6, average length: 4.13, average reward: -0.33, average loss: 9.980967340848498
episode: 16200, epsilon: 0.5140000000004132, average steps: 3.25, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 9.979730507777287
episode: 16300, epsilon: 0.5110000000004158, average steps: 3.04, maximum length: 5, average length: 4.11, average reward: -0.45, average loss: 9.953121026879863
episode: 16400, epsilon: 0.5080000000004183, average steps: 3.64, maximum length: 6, average length: 4.11, average reward: -0.43, average loss: 10.010704257986047
episode: 16500, epsilon: 0.5050000000004209, average steps: 3.11, maximum length: 5, average length: 4.06, average reward: -0.7, average loss: 9.936956776683354
episode: 16600, epsilon: 0.5020000000004234, average steps: 3.35, maximum length: 7, average length: 4.18, average reward: -0.05, average loss: 9.718847230655044
episode: 16700, epsilon: 0.499000000000426, average steps: 3.61, maximum length: 6, average length: 4.12, average reward: -0.39, average loss: 9.919947931971246
episode: 16800, epsilon: 0.49600000000042854, average steps: 3.38, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 9.799315143619063
episode: 16900, epsilon: 0.4930000000004311, average steps: 3.32, maximum length: 6, average length: 4.14, average reward: -0.29, average loss: 9.98893588709544
episode: 17000, epsilon: 0.49000000000043364, average steps: 3.34, maximum length: 5, average length: 4.11, average reward: -0.45, average loss: 9.794345982774288
episode: 17100, epsilon: 0.4870000000004362, average steps: 3.47, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 9.766630653689163
episode: 17200, epsilon: 0.48400000000043875, average steps: 3.15, maximum length: 6, average length: 4.17, average reward: -0.13, average loss: 9.747810503036257
episode: 17300, epsilon: 0.4810000000004413, average steps: 3.22, maximum length: 5, average length: 4.12, average reward: -0.4, average loss: 9.892446830405952
episode: 17400, epsilon: 0.47800000000044385, average steps: 3.18, maximum length: 5, average length: 4.11, average reward: -0.45, average loss: 9.83090273689174
episode: 17500, epsilon: 0.4750000000004464, average steps: 3.52, maximum length: 6, average length: 4.15, average reward: -0.23, average loss: 9.807064900344068
episode: 17600, epsilon: 0.47200000000044895, average steps: 3.11, maximum length: 5, average length: 4.12, average reward: -0.4, average loss: 9.7955433716728
episode: 17700, epsilon: 0.4690000000004515, average steps: 2.99, maximum length: 6, average length: 4.13, average reward: -0.34, average loss: 9.802754732278677
episode: 17800, epsilon: 0.46600000000045405, average steps: 3.19, maximum length: 5, average length: 4.05, average reward: -0.75, average loss: 9.73614215402394
episode: 17900, epsilon: 0.4630000000004566, average steps: 3.05, maximum length: 6, average length: 4.1, average reward: -0.49, average loss: 9.870997020846508
episode: 18000, epsilon: 0.46000000000045915, average steps: 2.99, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 9.786263119815583
episode: 18100, epsilon: 0.4570000000004617, average steps: 3.4, maximum length: 6, average length: 4.09, average reward: -0.54, average loss: 9.867515677564285
episode: 18200, epsilon: 0.45400000000046425, average steps: 3.2, maximum length: 5, average length: 4.04, average reward: -0.8, average loss: 9.835425592958927
episode: 18300, epsilon: 0.4510000000004668, average steps: 3.34, maximum length: 5, average length: 4.14, average reward: -0.3, average loss: 9.714887778916045
episode: 18400, epsilon: 0.44800000000046936, average steps: 2.59, maximum length: 5, average length: 4.06, average reward: -0.7, average loss: 9.697865592927085
episode: 18500, epsilon: 0.4450000000004719, average steps: 3.06, maximum length: 6, average length: 4.08, average reward: -0.59, average loss: 9.693110346014983
episode: 18600, epsilon: 0.44200000000047446, average steps: 2.7, maximum length: 6, average length: 4.03, average reward: -0.84, average loss: 9.708434636504562
episode: 18700, epsilon: 0.439000000000477, average steps: 2.81, maximum length: 6, average length: 4.14, average reward: -0.29, average loss: 9.843702026109254
episode: 18800, epsilon: 0.43600000000047956, average steps: 3.44, maximum length: 6, average length: 4.08, average reward: -0.57, average loss: 9.559525201486986
episode: 18900, epsilon: 0.4330000000004821, average steps: 2.97, maximum length: 6, average length: 4.11, average reward: -0.43, average loss: 9.738013395958076
episode: 19000, epsilon: 0.43000000000048466, average steps: 2.9, maximum length: 6, average length: 4.13, average reward: -0.33, average loss: 9.543064916544948
episode: 19100, epsilon: 0.4270000000004872, average steps: 2.8, maximum length: 5, average length: 4.07, average reward: -0.65, average loss: 9.493846477781023
episode: 19200, epsilon: 0.42400000000048976, average steps: 2.82, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 9.678636599939766
episode: 19300, epsilon: 0.4210000000004923, average steps: 3.11, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 9.74330164151943
episode: 19400, epsilon: 0.41800000000049486, average steps: 3.3, maximum length: 6, average length: 4.13, average reward: -0.34, average loss: 9.598938546036228
episode: 19500, epsilon: 0.4150000000004974, average steps: 2.84, maximum length: 6, average length: 4.11, average reward: -0.44, average loss: 9.57807376351155
episode: 19600, epsilon: 0.41200000000049997, average steps: 3.16, maximum length: 5, average length: 4.1, average reward: -0.5, average loss: 9.607082095327257
episode: 19700, epsilon: 0.4090000000005025, average steps: 2.81, maximum length: 6, average length: 4.06, average reward: -0.68, average loss: 9.546008802393578
episode: 19800, epsilon: 0.40600000000050507, average steps: 3.09, maximum length: 5, average length: 4.07, average reward: -0.65, average loss: 9.70359597314137
episode: 19900, epsilon: 0.4030000000005076, average steps: 2.95, maximum length: 5, average length: 4.05, average reward: -0.75, average loss: 9.630150853173207
episode: 20000, epsilon: 0.40000000000051017, average steps: 2.82, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 9.567904164605107
episode: 20100, epsilon: 0.3970000000005127, average steps: 2.79, maximum length: 6, average length: 4.12, average reward: -0.39, average loss: 9.486161122612629
episode: 20200, epsilon: 0.39400000000051527, average steps: 2.72, maximum length: 6, average length: 4.12, average reward: -0.39, average loss: 9.557753538384157
episode: 20300, epsilon: 0.3910000000005178, average steps: 2.89, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 9.537401793324824
episode: 20400, epsilon: 0.3880000000005204, average steps: 3.22, maximum length: 5, average length: 4.07, average reward: -0.65, average loss: 9.576740202696428
episode: 20500, epsilon: 0.3850000000005229, average steps: 3.01, maximum length: 5, average length: 4.15, average reward: -0.25, average loss: 9.401309925852424
episode: 20600, epsilon: 0.3820000000005255, average steps: 2.83, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 9.511336378832167
episode: 20700, epsilon: 0.379000000000528, average steps: 3.18, maximum length: 5, average length: 4.11, average reward: -0.45, average loss: 9.520987710113046
episode: 20800, epsilon: 0.3760000000005306, average steps: 2.82, maximum length: 6, average length: 4.09, average reward: -0.53, average loss: 9.455519735390412
episode: 20900, epsilon: 0.3730000000005331, average steps: 2.97, maximum length: 5, average length: 4.05, average reward: -0.75, average loss: 9.328248759311458
episode: 21000, epsilon: 0.3700000000005357, average steps: 2.86, maximum length: 6, average length: 4.14, average reward: -0.28, average loss: 9.275571886476103
episode: 21100, epsilon: 0.36700000000053823, average steps: 3.01, maximum length: 6, average length: 4.13, average reward: -0.34, average loss: 9.381025436312653
episode: 21200, epsilon: 0.3640000000005408, average steps: 2.96, maximum length: 6, average length: 4.12, average reward: -0.39, average loss: 9.441461508338516
episode: 21300, epsilon: 0.36100000000054333, average steps: 3.18, maximum length: 6, average length: 4.13, average reward: -0.34, average loss: 9.425495234675378
episode: 21400, epsilon: 0.3580000000005459, average steps: 2.89, maximum length: 5, average length: 4.1, average reward: -0.5, average loss: 9.343401399038243
episode: 21500, epsilon: 0.35500000000054843, average steps: 2.83, maximum length: 6, average length: 4.08, average reward: -0.59, average loss: 9.420834504252188
episode: 21600, epsilon: 0.352000000000551, average steps: 2.96, maximum length: 6, average length: 4.1, average reward: -0.49, average loss: 9.343568677837784
episode: 21700, epsilon: 0.34900000000055353, average steps: 2.9, maximum length: 5, average length: 4.07, average reward: -0.65, average loss: 9.434150250204679
episode: 21800, epsilon: 0.3460000000005561, average steps: 2.98, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 9.467693255251685
episode: 21900, epsilon: 0.34300000000055864, average steps: 2.94, maximum length: 6, average length: 4.14, average reward: -0.28, average loss: 9.332908155155831
episode: 22000, epsilon: 0.3400000000005612, average steps: 2.81, maximum length: 6, average length: 4.07, average reward: -0.64, average loss: 9.413712754368358
episode: 22100, epsilon: 0.33700000000056374, average steps: 2.81, maximum length: 5, average length: 4.07, average reward: -0.65, average loss: 9.288584889041996
episode: 22200, epsilon: 0.3340000000005663, average steps: 2.73, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 9.461479187011719
episode: 22300, epsilon: 0.33100000000056884, average steps: 3.11, maximum length: 6, average length: 4.11, average reward: -0.42, average loss: 9.262064942976286
episode: 22400, epsilon: 0.3280000000005714, average steps: 2.49, maximum length: 5, average length: 4.05, average reward: -0.75, average loss: 9.310124485368231
episode: 22500, epsilon: 0.32500000000057394, average steps: 2.66, maximum length: 5, average length: 4.1, average reward: -0.5, average loss: 9.36202165058681
episode: 22600, epsilon: 0.3220000000005765, average steps: 2.74, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 9.261699411990868
episode: 22700, epsilon: 0.31900000000057904, average steps: 2.97, maximum length: 5, average length: 4.12, average reward: -0.4, average loss: 9.371752368079292
episode: 22800, epsilon: 0.3160000000005816, average steps: 2.7, maximum length: 5, average length: 4.11, average reward: -0.45, average loss: 9.09141531697026
episode: 22900, epsilon: 0.31300000000058414, average steps: 2.65, maximum length: 6, average length: 4.1, average reward: -0.48, average loss: 9.232269326695857
episode: 23000, epsilon: 0.3100000000005867, average steps: 2.51, maximum length: 5, average length: 4.07, average reward: -0.65, average loss: 9.212047728884267
episode: 23100, epsilon: 0.30700000000058925, average steps: 2.67, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 9.17847524957264
episode: 23200, epsilon: 0.3040000000005918, average steps: 2.49, maximum length: 5, average length: 4.14, average reward: -0.3, average loss: 9.192115762626312
episode: 23300, epsilon: 0.30100000000059435, average steps: 2.76, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 9.079713185628256
episode: 23400, epsilon: 0.2980000000005969, average steps: 3.02, maximum length: 8, average length: 4.16, average reward: -0.14, average loss: 9.221421194392324
episode: 23500, epsilon: 0.29500000000059945, average steps: 2.6, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 9.179776094510006
episode: 23600, epsilon: 0.292000000000602, average steps: 2.58, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 9.255107057186985
episode: 23700, epsilon: 0.28900000000060455, average steps: 2.73, maximum length: 5, average length: 4.06, average reward: -0.7, average loss: 9.047946699373014
episode: 23800, epsilon: 0.2860000000006071, average steps: 2.65, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 9.09864854452745
episode: 23900, epsilon: 0.28300000000060965, average steps: 2.58, maximum length: 7, average length: 4.13, average reward: -0.32, average loss: 9.175254553787468
episode: 24000, epsilon: 0.2800000000006122, average steps: 2.8, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 9.010581094878061
episode: 24100, epsilon: 0.27700000000061475, average steps: 2.49, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 9.171690847021509
episode: 24200, epsilon: 0.2740000000006173, average steps: 2.51, maximum length: 6, average length: 4.05, average reward: -0.74, average loss: 9.119373862961849
episode: 24300, epsilon: 0.27100000000061986, average steps: 2.74, maximum length: 6, average length: 4.1, average reward: -0.49, average loss: 9.059472031836963
episode: 24400, epsilon: 0.2680000000006224, average steps: 2.82, maximum length: 6, average length: 4.09, average reward: -0.54, average loss: 9.079853145788748
episode: 24500, epsilon: 0.26500000000062496, average steps: 2.67, maximum length: 6, average length: 4.12, average reward: -0.39, average loss: 9.295964346396342
episode: 24600, epsilon: 0.2620000000006275, average steps: 2.69, maximum length: 5, average length: 4.12, average reward: -0.4, average loss: 9.211915434514722
episode: 24700, epsilon: 0.25900000000063006, average steps: 2.75, maximum length: 5, average length: 4.07, average reward: -0.65, average loss: 9.10021460273049
episode: 24800, epsilon: 0.2560000000006326, average steps: 2.55, maximum length: 6, average length: 4.09, average reward: -0.53, average loss: 9.046859574785419
episode: 24900, epsilon: 0.25300000000063516, average steps: 2.39, maximum length: 5, average length: 4.04, average reward: -0.8, average loss: 8.834168753364596
episode: 25000, epsilon: 0.2500000000006377, average steps: 2.46, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 9.108978424615007
episode: 25100, epsilon: 0.2470000000006375, average steps: 2.63, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 8.955454155519435
episode: 25200, epsilon: 0.24400000000063726, average steps: 2.41, maximum length: 5, average length: 4.05, average reward: -0.75, average loss: 9.119178934216004
episode: 25300, epsilon: 0.24100000000063704, average steps: 2.61, maximum length: 5, average length: 4.05, average reward: -0.75, average loss: 8.990072222961777
episode: 25400, epsilon: 0.2380000000006368, average steps: 2.46, maximum length: 5, average length: 4.11, average reward: -0.45, average loss: 9.21676308546609
episode: 25500, epsilon: 0.2350000000006366, average steps: 2.4, maximum length: 5, average length: 4.06, average reward: -0.7, average loss: 9.069582358996074
episode: 25600, epsilon: 0.23200000000063636, average steps: 2.61, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 8.938834486336544
episode: 25700, epsilon: 0.22900000000063614, average steps: 2.37, maximum length: 7, average length: 4.06, average reward: -0.67, average loss: 8.921388531535989
episode: 25800, epsilon: 0.22600000000063591, average steps: 2.58, maximum length: 5, average length: 4.06, average reward: -0.7, average loss: 9.066057589627052
episode: 25900, epsilon: 0.2230000000006357, average steps: 2.57, maximum length: 6, average length: 4.07, average reward: -0.64, average loss: 9.034329095239306
episode: 26000, epsilon: 0.22000000000063547, average steps: 2.5, maximum length: 6, average length: 4.1, average reward: -0.49, average loss: 8.846332859039306
episode: 26100, epsilon: 0.21700000000063524, average steps: 2.48, maximum length: 5, average length: 4.04, average reward: -0.8, average loss: 8.860222803008172
episode: 26200, epsilon: 0.21400000000063502, average steps: 2.48, maximum length: 5, average length: 4.05, average reward: -0.75, average loss: 8.853200177992544
episode: 26300, epsilon: 0.2110000000006348, average steps: 2.56, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 8.96374954096973
episode: 26400, epsilon: 0.20800000000063457, average steps: 2.42, maximum length: 5, average length: 4.05, average reward: -0.75, average loss: 8.836048352816873
episode: 26500, epsilon: 0.20500000000063434, average steps: 2.44, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 8.96995882518956
episode: 26600, epsilon: 0.20200000000063412, average steps: 2.42, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 8.95391724523434
episode: 26700, epsilon: 0.1990000000006339, average steps: 2.25, maximum length: 6, average length: 4.14, average reward: -0.29, average loss: 8.949521776835123
episode: 26800, epsilon: 0.19600000000063367, average steps: 2.63, maximum length: 6, average length: 4.14, average reward: -0.29, average loss: 8.795297675259667
episode: 26900, epsilon: 0.19300000000063344, average steps: 2.34, maximum length: 7, average length: 4.13, average reward: -0.32, average loss: 8.782323627390413
episode: 27000, epsilon: 0.19000000000063322, average steps: 2.31, maximum length: 5, average length: 4.07, average reward: -0.65, average loss: 8.830460822943484
episode: 27100, epsilon: 0.187000000000633, average steps: 2.41, maximum length: 6, average length: 4.08, average reward: -0.59, average loss: 8.975494206693657
episode: 27200, epsilon: 0.18400000000063277, average steps: 2.44, maximum length: 5, average length: 4.06, average reward: -0.7, average loss: 8.867517961830389
episode: 27300, epsilon: 0.18100000000063254, average steps: 2.59, maximum length: 6, average length: 4.13, average reward: -0.33, average loss: 8.863512808751876
episode: 27400, epsilon: 0.17800000000063232, average steps: 2.35, maximum length: 5, average length: 4.09, average reward: -0.55, average loss: 8.688318510258451
episode: 27500, epsilon: 0.1750000000006321, average steps: 2.36, maximum length: 5, average length: 4.05, average reward: -0.75, average loss: 8.718746670221877
episode: 27600, epsilon: 0.17200000000063187, average steps: 2.28, maximum length: 5, average length: 4.05, average reward: -0.75, average loss: 8.710441555893212
episode: 27700, epsilon: 0.16900000000063164, average steps: 2.41, maximum length: 5, average length: 4.06, average reward: -0.7, average loss: 8.625406197987157
episode: 27800, epsilon: 0.16600000000063142, average steps: 2.4, maximum length: 5, average length: 4.1, average reward: -0.5, average loss: 8.711944464842478
episode: 27900, epsilon: 0.1630000000006312, average steps: 2.6, maximum length: 5, average length: 4.07, average reward: -0.65, average loss: 8.637428382726815
episode: 28000, epsilon: 0.16000000000063097, average steps: 2.43, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 8.593831558776982
episode: 28100, epsilon: 0.15700000000063075, average steps: 2.32, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 8.576496457231455
episode: 100, epsilon: 0.9970000000000026, average steps: 5.3, maximum length: 7, average length: 4.26, average reward: 0.36, average loss: None
episode: 200, epsilon: 0.9940000000000051, average steps: 4.88, maximum length: 6, average length: 4.19, average reward: -0.04, average loss: 1.004896152568491
episode: 300, epsilon: 0.9910000000000077, average steps: 5.64, maximum length: 6, average length: 4.26, average reward: 0.35, average loss: 0.4926158022135496
episode: 400, epsilon: 0.9880000000000102, average steps: 4.98, maximum length: 6, average length: 4.2, average reward: 0.02, average loss: 0.47574999843196697
episode: 500, epsilon: 0.9850000000000128, average steps: 5.5, maximum length: 6, average length: 4.13, average reward: -0.34, average loss: 0.45864860324019735
episode: 600, epsilon: 0.9820000000000153, average steps: 5.04, maximum length: 6, average length: 4.2, average reward: 0.01, average loss: 0.43817705051263883
episode: 700, epsilon: 0.9790000000000179, average steps: 5.27, maximum length: 6, average length: 4.16, average reward: -0.18, average loss: 0.4558701345686442
episode: 800, epsilon: 0.9760000000000204, average steps: 5.23, maximum length: 6, average length: 4.24, average reward: 0.23, average loss: 0.41429746412381846
episode: 900, epsilon: 0.973000000000023, average steps: 5.36, maximum length: 7, average length: 4.15, average reward: -0.21, average loss: 0.41309972794087074
episode: 1000, epsilon: 0.9700000000000255, average steps: 5.66, maximum length: 6, average length: 4.16, average reward: -0.19, average loss: 0.41664414792305166
episode: 1100, epsilon: 0.9670000000000281, average steps: 5.17, maximum length: 6, average length: 4.22, average reward: 0.11, average loss: 0.4071764922998053
episode: 1200, epsilon: 0.9640000000000306, average steps: 5.52, maximum length: 7, average length: 4.25, average reward: 0.31, average loss: 0.41002851027482445
episode: 1300, epsilon: 0.9610000000000332, average steps: 5.11, maximum length: 6, average length: 4.22, average reward: 0.11, average loss: 0.4360738016169248
episode: 1400, epsilon: 0.9580000000000357, average steps: 4.63, maximum length: 5, average length: 4.16, average reward: -0.2, average loss: 0.43029218166261973
episode: 1500, epsilon: 0.9550000000000383, average steps: 5.34, maximum length: 6, average length: 4.15, average reward: -0.23, average loss: 0.42794014299323274
episode: 1600, epsilon: 0.9520000000000408, average steps: 4.75, maximum length: 8, average length: 4.13, average reward: -0.29, average loss: 0.4122904240457635
episode: 1700, epsilon: 0.9490000000000434, average steps: 5.51, maximum length: 6, average length: 4.18, average reward: -0.08, average loss: 0.4158146887030554
episode: 1800, epsilon: 0.9460000000000459, average steps: 5.02, maximum length: 7, average length: 4.2, average reward: 0.07, average loss: 0.4226526555816728
episode: 1900, epsilon: 0.9430000000000485, average steps: 5.1, maximum length: 6, average length: 4.19, average reward: -0.03, average loss: 0.4313288080926035
episode: 2000, epsilon: 0.940000000000051, average steps: 5.26, maximum length: 6, average length: 4.16, average reward: -0.19, average loss: 0.4111907134972824
episode: 2100, epsilon: 0.9370000000000536, average steps: 5.1, maximum length: 6, average length: 4.2, average reward: 0.01, average loss: 0.40952332148364945
episode: 2200, epsilon: 0.9340000000000561, average steps: 4.83, maximum length: 6, average length: 4.14, average reward: -0.28, average loss: 0.4357662143544381
episode: 2300, epsilon: 0.9310000000000587, average steps: 4.48, maximum length: 6, average length: 4.17, average reward: -0.13, average loss: 0.4199094493773633
episode: 2400, epsilon: 0.9280000000000612, average steps: 4.97, maximum length: 5, average length: 4.17, average reward: -0.15, average loss: 0.41827049715748016
episode: 2500, epsilon: 0.9250000000000638, average steps: 5.03, maximum length: 6, average length: 4.27, average reward: 0.38, average loss: 0.4111194007217173
episode: 2600, epsilon: 0.9220000000000663, average steps: 5.03, maximum length: 6, average length: 4.17, average reward: -0.11, average loss: 0.42239601442046004
episode: 2700, epsilon: 0.9190000000000689, average steps: 4.83, maximum length: 6, average length: 4.15, average reward: -0.24, average loss: 0.4309726524133983
episode: 2800, epsilon: 0.9160000000000714, average steps: 4.78, maximum length: 7, average length: 4.21, average reward: 0.11, average loss: 0.4195118693627074
episode: 2900, epsilon: 0.913000000000074, average steps: 4.31, maximum length: 6, average length: 4.23, average reward: 0.17, average loss: 0.4422962994178597
episode: 3000, epsilon: 0.9100000000000765, average steps: 5.41, maximum length: 5, average length: 4.1, average reward: -0.5, average loss: 0.4157100339762715
episode: 3100, epsilon: 0.9070000000000791, average steps: 4.16, maximum length: 6, average length: 4.2, average reward: 0.01, average loss: 0.423022250044876
episode: 3200, epsilon: 0.9040000000000816, average steps: 4.97, maximum length: 6, average length: 4.12, average reward: -0.39, average loss: 0.42143308189163503
episode: 3300, epsilon: 0.9010000000000842, average steps: 4.74, maximum length: 6, average length: 4.16, average reward: -0.19, average loss: 0.3978797318688928
episode: 3400, epsilon: 0.8980000000000867, average steps: 5.64, maximum length: 6, average length: 4.23, average reward: 0.16, average loss: 0.41938388620417383
episode: 3500, epsilon: 0.8950000000000893, average steps: 5.24, maximum length: 6, average length: 4.14, average reward: -0.29, average loss: 0.4119873377601154
episode: 3600, epsilon: 0.8920000000000918, average steps: 5.34, maximum length: 6, average length: 4.2, average reward: 0.03, average loss: 0.41248686094018405
episode: 3700, epsilon: 0.8890000000000944, average steps: 4.08, maximum length: 6, average length: 4.12, average reward: -0.39, average loss: 0.42728243445904524
episode: 3800, epsilon: 0.8860000000000969, average steps: 5.02, maximum length: 6, average length: 4.15, average reward: -0.24, average loss: 0.4101779084296459
episode: 3900, epsilon: 0.8830000000000995, average steps: 5.0, maximum length: 6, average length: 4.16, average reward: -0.18, average loss: 0.3921476668715477
episode: 4000, epsilon: 0.880000000000102, average steps: 5.29, maximum length: 6, average length: 4.16, average reward: -0.19, average loss: 0.4079240906300527
episode: 4100, epsilon: 0.8770000000001046, average steps: 5.41, maximum length: 6, average length: 4.19, average reward: -0.02, average loss: 0.4169624041139308
episode: 4200, epsilon: 0.8740000000001071, average steps: 4.32, maximum length: 6, average length: 4.1, average reward: -0.49, average loss: 0.3936219622587992
episode: 4300, epsilon: 0.8710000000001097, average steps: 4.43, maximum length: 6, average length: 4.22, average reward: 0.14, average loss: 0.4042296003525063
episode: 4400, epsilon: 0.8680000000001122, average steps: 4.28, maximum length: 5, average length: 4.11, average reward: -0.45, average loss: 0.4083933174940888
episode: 4500, epsilon: 0.8650000000001148, average steps: 4.29, maximum length: 7, average length: 4.11, average reward: -0.42, average loss: 0.3939531988232008
episode: 4600, epsilon: 0.8620000000001173, average steps: 5.15, maximum length: 7, average length: 4.21, average reward: 0.08, average loss: 0.40207296578774177
episode: 4700, epsilon: 0.8590000000001199, average steps: 4.63, maximum length: 6, average length: 4.18, average reward: -0.09, average loss: 0.4192843378861445
episode: 4800, epsilon: 0.8560000000001224, average steps: 4.26, maximum length: 6, average length: 4.18, average reward: -0.06, average loss: 0.39818147588258895
episode: 4900, epsilon: 0.853000000000125, average steps: 4.47, maximum length: 5, average length: 4.06, average reward: -0.7, average loss: 0.416802073593441
episode: 5000, epsilon: 0.8500000000001275, average steps: 4.75, maximum length: 6, average length: 4.16, average reward: -0.19, average loss: 0.39094209115756184
episode: 5100, epsilon: 0.8470000000001301, average steps: 4.23, maximum length: 6, average length: 4.23, average reward: 0.17, average loss: 0.4146742485111346
episode: 5200, epsilon: 0.8440000000001326, average steps: 4.62, maximum length: 5, average length: 4.13, average reward: -0.35, average loss: 0.4252594271795703
episode: 5300, epsilon: 0.8410000000001352, average steps: 4.39, maximum length: 6, average length: 4.23, average reward: 0.17, average loss: 0.39973626479268887
episode: 5400, epsilon: 0.8380000000001377, average steps: 4.48, maximum length: 5, average length: 4.12, average reward: -0.4, average loss: 0.3926432768099143
episode: 5500, epsilon: 0.8350000000001403, average steps: 4.28, maximum length: 6, average length: 4.24, average reward: 0.24, average loss: 0.41474247847413903
episode: 5600, epsilon: 0.8320000000001428, average steps: 4.78, maximum length: 6, average length: 4.14, average reward: -0.28, average loss: 0.42314205044358344
episode: 5700, epsilon: 0.8290000000001454, average steps: 4.79, maximum length: 8, average length: 4.19, average reward: 0.01, average loss: 0.4083014380085692
episode: 5800, epsilon: 0.826000000000148, average steps: 4.71, maximum length: 6, average length: 4.14, average reward: -0.29, average loss: 0.40724823436444735
episode: 5900, epsilon: 0.8230000000001505, average steps: 4.41, maximum length: 5, average length: 4.17, average reward: -0.15, average loss: 0.41268840920425054
episode: 6000, epsilon: 0.820000000000153, average steps: 4.15, maximum length: 5, average length: 4.12, average reward: -0.4, average loss: 0.41084156014833106
episode: 6100, epsilon: 0.8170000000001556, average steps: 4.28, maximum length: 7, average length: 4.19, average reward: -0.01, average loss: 0.41713123549228515
episode: 6200, epsilon: 0.8140000000001582, average steps: 4.23, maximum length: 6, average length: 4.15, average reward: -0.23, average loss: 0.397041627049587
episode: 6300, epsilon: 0.8110000000001607, average steps: 4.13, maximum length: 7, average length: 4.16, average reward: -0.17, average loss: 0.39779345828309187
episode: 6400, epsilon: 0.8080000000001633, average steps: 4.66, maximum length: 7, average length: 4.19, average reward: -0.01, average loss: 0.41004231966264515
episode: 6500, epsilon: 0.8050000000001658, average steps: 4.38, maximum length: 6, average length: 4.2, average reward: 0.01, average loss: 0.41108960611533085
episode: 6600, epsilon: 0.8020000000001684, average steps: 4.82, maximum length: 5, average length: 4.1, average reward: -0.5, average loss: 0.4090932714153869
episode: 6700, epsilon: 0.7990000000001709, average steps: 3.99, maximum length: 7, average length: 4.12, average reward: -0.37, average loss: 0.4071908240909116
episode: 6800, epsilon: 0.7960000000001735, average steps: 4.87, maximum length: 6, average length: 4.18, average reward: -0.08, average loss: 0.44550472414560877
episode: 6900, epsilon: 0.793000000000176, average steps: 4.25, maximum length: 6, average length: 4.16, average reward: -0.19, average loss: 0.41262952659059976
episode: 7000, epsilon: 0.7900000000001786, average steps: 4.45, maximum length: 5, average length: 4.13, average reward: -0.35, average loss: 0.40398077856791154
episode: 7100, epsilon: 0.7870000000001811, average steps: 4.56, maximum length: 6, average length: 4.18, average reward: -0.06, average loss: 0.40992744755522725
episode: 7200, epsilon: 0.7840000000001837, average steps: 4.25, maximum length: 6, average length: 4.17, average reward: -0.12, average loss: 0.4132062770952197
episode: 7300, epsilon: 0.7810000000001862, average steps: 4.46, maximum length: 6, average length: 4.23, average reward: 0.18, average loss: 0.40667727836846235
episode: 7400, epsilon: 0.7780000000001888, average steps: 5.03, maximum length: 6, average length: 4.17, average reward: -0.13, average loss: 0.42054201108560885
episode: 7500, epsilon: 0.7750000000001913, average steps: 4.2, maximum length: 5, average length: 4.08, average reward: -0.6, average loss: 0.41002571471922455
episode: 7600, epsilon: 0.7720000000001939, average steps: 4.11, maximum length: 7, average length: 4.25, average reward: 0.31, average loss: 0.41355811977654766
episode: 7700, epsilon: 0.7690000000001964, average steps: 3.57, maximum length: 5, average length: 4.13, average reward: -0.35, average loss: 0.4178217319714255
episode: 7800, epsilon: 0.766000000000199, average steps: 4.89, maximum length: 8, average length: 4.16, average reward: -0.13, average loss: 0.409495465228894
episode: 7900, epsilon: 0.7630000000002015, average steps: 3.93, maximum length: 5, average length: 4.06, average reward: -0.7, average loss: 0.42188506899520034
episode: 8000, epsilon: 0.7600000000002041, average steps: 4.03, maximum length: 6, average length: 4.18, average reward: -0.06, average loss: 0.41469983918310394
